review_text,overall,sentiment,sentiment_label,review_length_class,length_label,token_count,category
"when you make a delicate pie, it's important to use a pie server that has a thin leading edge, so it can go under the delicate bottom crust without damaging it. a big, clunky pie server will mess up the rim of the pie, including the side crust as it slides down and the bottom of the crust, giving you a mess on a plate to serve your guests. before i bought this, my fat clunky pie server ruined so many pies that a neighbor began calling them crappy pies. gee, thanks people said they look terrible, but taste great. after realizing the server and not the cook was the problem, i bought this pie server. voila' no more crappy pies! my pies with the many layered crusts came out of the pan beautifully, and friends began to see just how much work i put into the things, appreciating the appearance as well as the taste.the pie server is a wonderful high quality stainless steel with the usual comfortable oxo good grips handle. it cleans beautifully in dishwasher, and after many pies, it looks as new as the day i bought it.if you're looking for a pie server, one that also serves as a cake, quiche or meatloaf server, this is it. it's not overly expensive and can even be dressed up with some ribbons and fake flowers to be used as a fancy cake server for a nice occasion.",5,positive,2,long,2,240,home
its great blade and handle makes for fast peeling jobs. only thing would be i wish the peels didn't hang on to the end once peeled off.,4,positive,2,short,0,27,home
a great car charger that works with various android devices. lg's product line specifically. nice build quality and good cable length.,5,positive,2,short,0,21,cellphones
"i ordered these to wear during workouts wiifit, tae bo, and yoga . i ordered a 38eu, which should have been a bit small, if anything, according to the sizing chart. not so. they are actually about a size or 1 1 2 size too big. it's a shame, because they seem to be nice, otherwise, and would be great for working out. lightweight, and seem to be well made. i'm going to give them to my sister, who should be able to fit them.",3,neutral,1,long,2,85,sports
"this tool repair kit is useful for repairs on a laptop, smartphone, eyeglasses, and anything else with very small screws.",5,positive,2,short,0,20,cellphones
"ok so i wish i felt i could give this 4 5 stars but 2 things really bug me, 1st and most annoying is the power button becomes recessed wit this case , the volume buttons have an extended piece that makes them ez to access but the power button doesnt, and 2nd the top and bottom seem to bow out a little and not quite fit almost like maybe a bad batch cause it is close really close but it bows out. so i love the look and feel, it shows off this pone. keeps the sleek curves. oh i wish that power button where easier to hit and it would be a case i really like.",3,neutral,1,long,2,118,cellphones
"i purchased this at the end of last hunting season to try to get a little more action. i played with it inside trying to get comfortable with using both the chatter call and the distress call. i finally brought it out into to the woods to try to use it and had no real luck.now for those unfamiliar with squirrel calls, they do not attract squirrels, but instead encourage squirrels to show themselves by moving from their hiding places. i may have not had squirrels around me to alert or i may just need more practice!sadly i was never able to perfect my skills because i found the next time i tried to use it that the metal reed had fallen out making the chatter call silent. i called hs and they said they would take a look at it but i need to pay to ship it there. i realize this is generally standard practice, but for such a small cheap device i find it not worth sending in. i will try to use just the distress call for now but i do not plan on buying another squirrel call from hs again.",2,negative,0,long,2,195,sports
this is a very small unit the piece that fits in the ear is rather large. it is a very uncomfortable fit for my adult female ear. the over the ear loop must be removed for recharging. the button controls on the surface and sides of the unit are not difficult to use.i would not recommend this unit for anyone with smallish ears or large fingers.,2,negative,0,medium,1,66,cellphones
"simple, comfortable. absolutely what i needed for my nightly swim. really flexible strap gotta tell you i really life these goggles!",5,positive,2,short,0,21,sports
these cords are exactly what i needed to have on hand. we all know how we easily destruct out equipment...,4,positive,2,short,0,20,cellphones
great little speedloader....however it is suppose to work in my 9mm also and it is too small....as far as 380..works great...,4,positive,2,short,0,21,sports
"this case is so great i bought another one. the main reason i bought this case is the two ways to attach to a belt. i never trusted just the clip on style and wanted belt loops. this fit the bill on that. what i also can do is slip the end of my headset thru the hole between the flap and the main body and then pull until the earpieces are against the body, and then wrap the cord around the bottom where they join together and snap it closed. i also have a folded up micro fiber cleaning cloth, cash, and a fold up stand slipped into the card slot. that main body of the case holds my iphone which has an added snap on case securely, neither too tight nor too loose. i highly recommend this product, and in fact ordered a second. such quality was very unexpected with such a low price.",5,positive,2,long,2,156,cellphones
"i own many kitchen tools. i cook a lot and use my kitchen tools all the time. this pastry scraper, much to my surprise, is my 34 go to 34 tool! i originally bought it to use for my bread making process. but wow this pastry scraper is a whole lot more! i use it to divide dough, chop veggies, scrape things up from the cutting board or counter in bulk this scraper picks up a lot at one time , cut up brownies and other bar type bars, and i could go on and on! for the price and the utility of this item you must have this item in your house if you love to cook! .",5,positive,2,long,2,119,home
i've purchased several of these for the different caliber firearms i have in my safe. so much nicer and easier to use than the old rod and brush system. these do an excellent job. you won't be disappointed.,4,positive,2,medium,1,38,sports
bit bulky. one button is sticky. works for now. stars based on price point as well. i'll update if any significant changes occur. very bright at this time!,5,positive,2,short,0,28,sports
good product value for the price. good size for pistol cleaningyou can't go wrong with it as a amazon add on product to make the free shipping amount.,5,positive,2,short,0,28,sports
"one drawback of any soap bar, or candy bar style phone is that you have to lock the keyboard with some button combination every time you put it away or it will dial the last person you called, or someone on speed dial when you inadvertently push one of it's keys. this holster has magnets in it that automatically puts the pearl in standby mode, which disables the keys. the belt clip also allows you to rotate the holster into the most comfortable position you can for driving, or walking around.",5,positive,2,long,2,91,cellphones
this bluetooth was my first and worst. i couldn't hear alot on it and it didn't stay on my ear for nothing. i would stay away.,2,negative,0,short,0,26,cellphones
"i bought this mattress about 6 weeks ago, to replace an older model of coleman queen sized air mattress that lasted 2 years, before it started to leak.within a week, this mattress developed a slow leak had to pump it up about once a week i thought, well, that's not too much trouble, but it certainly doesn't match the quality of the older model.then, a few days ago, it developed more or a larger leak s now, it deflates in about 4 hours pitiful. someone said it came with patches mine didn't.i suggest you buy something else i am going to don't know which one yet.buyer beware the quality has went spiraling down, faster than the leak",1,negative,0,long,2,117,sports
"it's unbelievable how well this works. it makes a real difference. the canned drink stays cool for hours. it is a bit more expensive than i would like. if it were a bit cheaper, i would buy another..",5,positive,2,medium,1,38,sports
"the gel inserts on the jabra is quite uncomfortable, at least for me. it's a bit hard to make the earbud stay in my ear, and forget about jogging wearing this. also the insert comes off very easily, and if a friend wants to borrow it and has different size of ears, you need to find the other sizes of the insert. sound quality is mediocre, as callees often complain about wind noise from my end. i'm not happy with these.",2,negative,0,long,2,81,cellphones
"this is a solid unit, compact, sleek. it charges with a micro usb plug common to most non ios devices these days rather than the older larger mini usb . oddly, it features a 1 led flashlight and a laser pointer as well. i suppose these could come in handy while camping or something, but since all 3 functions are operated by the same single push button it can be tricky to activate the charging rather than the laser or the light which is activated depends on how long you press the on button . i'd prefer a separate switch for the laser led lamp.the unit comes with a couple of power tips which i did not like much. between the end of the cable, the power tip, and the connection to the battery, there is a fairly long, rigid chain of stuff ... it's very weak and very easy to snap one of the components like the end off the power tip if even slight pressure is applied. anyway only2 powertips are included ipod and micro usb ... i prefer just to use the normal usb cable supplied with whatever device i'm charging. note that on occasion when charging my blackberry the unit produces a device can't chargefrom this source message. i find that some cables produce this message even if the device charges fine from those same cables when attached to a computer or power cube and that other cables are fine. i can't say what the source of this incompatibility might be something to do with the way usb cables are wired? but it can be annoying.",4,positive,2,long,2,270,cellphones
"good little chopper, great for small jobs. very easy operation. chops evenly and clean up is a breeze. cute and compact.",4,positive,2,short,0,21,home
"after browsing through all kinds of portable battery chargers, i chose the new trent itorch battery charger. not because it starts with an i but it looked attractive and ultra portable. it is a little heavy, but it was expected with a 5200 mah battery. the day i received it, it came with more than 75 charge, which i used on a dead htc one. after giving it a full charge, it was still not off, working like a hero! i like how the indicators show you how much charge is left on the device. plus it comes with a usb cable which you can use to charge it and then to charge your phone. you can just put it in your pocket with your phone while charging it and you won't even know it's there! i don't really use the laser and flashlight on it but it's a must have while you're out camping or just when you need to use your phone without having to worry about a dead battery.",5,positive,2,long,2,172,cellphones
"i had a smallish pair of tongs for turning eggplant and cutlets while sauteeing. tired of burnt fingers, i invested in the locking oxo tongs. good move. the lock allows you to put the tongs in a drawer, and you just pull the ring at the top to unlock and get the full spread of the tongs.the longer handle, insulated with plastic, means your hands stay cool and more importantly, at a distance from spitting bacon, hot slices of eggplant or a frying chicken breast. they also work fine on the outdoor barbecue grill, though longer tongs would be good if your grill is larger than my puny one.",5,positive,2,long,2,109,home
this item was just what was ordered and holds 2 speed loaders for a revolver needs more words to complete box,4,positive,2,short,0,21,sports
"i bought this for my husband, who loves peanut butter. this little guy does the trick. it is wide enough to get the product out of the jar and onto the bread, waffle or whatever.",5,positive,2,short,0,35,home
works fine. you plug it in and the phone gets power. what else would it do?,5,positive,2,short,0,16,cellphones
"a pizza cutter isn't something you think about all that often until you need one. well, i did. not only does pizza hut never cut my pizzas all the way through, but frozen ones don't come with any slice cuts at all. so you gotta have one of these. my old one must have been about as sharp as a spoon because it took many, many rolls across the pizza surface to make a cut. missed a lot and created too many super narrow slices. this little guy does it perfectly in one pass, so i'm a fool for having waited so long to buy one.",5,positive,2,long,2,106,home
"universal house cleaner , laundry detergent without chemicals. very good smell and feel . though can be a little dry for your hands, as any soap, if ur using it daily for a long period.i recommend to dilute it make 2 out of 1 than u'll get much softer skin,but the soap quality would be absolute same.",5,positive,2,medium,1,57,sports
"i like the kit but there is one problem. there is no way that the brass brush for .22 caliber is the correct size, it will not fit into the muzzle of my 10 22 rifle. i'm dissapointed.",4,positive,2,medium,1,38,sports
"does not work on ipod touch 4g, dont know of its cause it was broken already out the box, leds dont work what is this?! garbage, dont buy guys",1,negative,0,short,0,29,cellphones
"this contraption is amazing. it arrived the other day, and since then i have used it for peeling cucumbers, ginger root, apples, potatoes, and carrots. it affords an easy grip and a smooth operation making an otherwise dull job, zip along quite happily. the peels are thin and sleek and make perfect treats for the chickens and guineas. i plan to order some for other family members if they do not already have one.",5,positive,2,medium,1,74,home
ive had the mount for a couple weeks and so far it works great. i read some of the other reviews saying it shakes which i dont know how you could avoid that since the whole car is moving. it hasent fallen down or anything. so far it does what it says. it is cheap but thats to be expected for the price. my only complaint was putting it together was annoying. other then that it really is fine i sell these at my job that are the same quality for 30 or more so really its not that bad.,5,positive,2,long,2,100,cellphones
"i have been using hks speedloaders for over 30 years and recently purchased two hks 586 a's to fit a revolver i just purchased. what a disappontment i received. they were much lighter in weight than my older models, and the signature click that assured me that my rounds were firmly secure in the loader was pathetically anemic at best, and that was after i had to jiggle the rounds just to get the casings to secure with the holding teeth. when i twisted the securing knob, it would just jam with the shell casings and not smoothly lock the rounds in place. i tried the second speedloader to see if perhaps i had just received a lemon, and sure enough, the other loader was no better. so here i am with two speedloaders that bind with my rounds while trying to secure them in place, and once i jiggle them and do get them secured, the weak tension from the ball bearing that secures them, leaves me feeling less than confident that the slightest bump of the knob wouldn't send my rounds cascading to the floor, and probably at a most inopportune time. very disappointed hks. you really cheaped out what was a great design. guess i will have to re think the safariland ii loaders. i would return these two pos's but it is not worth the effort. i am going to send this evaluation to hks and see if or how they respond. interestingly enough, for a company that prides themself on customer satifaction and quality, they have not means to contact them. their home pages just says contact your retailer. thanks hks for dodging the feedback bullet from a loyal customer.",2,negative,0,long,2,285,sports
"these are comfortable for your kids, and will do a good job of preventing injury. too bad more parents don't think to use them. i guess it doesn't occur to them that bones can break. anyhow, these are good.",5,positive,2,medium,1,39,sports
if you have used the glock's speedloader and want one for a sig then this works. i bought this for my sig p226 .40 sw and i love using it after about a clip or so. so much faster to fill up a magazine than normal.,5,positive,2,medium,1,46,sports
"easy, cause of the design, it's real easy to mash... does a fine job, and you don't have to drag out the electric mixer.... easy to clean also.",4,positive,2,short,0,28,home
"experience after using for awhile update added 3 31 10 i've discovered a problem with these tools that wasn't obvious at first.the handles are made of two pieces joined together, and the join isn't good. this causes them to fill with water if run through the dishwasher or if soaked in a sink of dishwater . you don't realize it until you're cooking something and all this nasty dirty water starts dripping out of the handles and into the food.i don't use the heated dry cycle on my dishwasher, so this is not a heat related problem. it's just cheap manufacturing. i've come to expect more than this of oxo. they generally make pretty good stuff, but i will probably end up throwing these out. i don't want my food contaminated.my original reviewthese are very sturdy tools that feel good in the hand. my only issue with them is that handles are rather large, so they take up a lot of room in my utensil holder. if you store your tools in a drawer, this probably wouldn't be much of a problem.",1,negative,0,long,2,182,home
"we bought the plantronics hl10 handset lifter to go with ourplantronics cs 55 dect 6.0 digital wireless office headsetand have been very pleased with both devices. using the handset lifter give you the ability to answer calls directly from the wireless headset, which is good if you spend a lot of time away from the physical phone to which the headset unit is connected.setup was amazingly easy, just following the directions allowed us to get this installed in just a few minutes on our very inexpensive no name speaker phone.like our plantronics headset, this has passed the test of time and i would buy a new one if it failed today.highly recommended!cfh",5,positive,2,long,2,112,cellphones
"works very well, blade is sharp and cuts dough easily. also use it to scrape up any dough stuck to my counter... recommend this item for anyone who bakes routinely.",5,positive,2,short,0,30,home
"the cable itself works, but the entire point of buying a retractable cable is that, well, it retracts. the cable rarely retracts on its own, you have to push the button, pull and release a bunch of times until most of it retracts, and then tap on the charger repeatedly to unbind the spring inside so it will retract the rest of the cable. i won't be buying this brand again.",2,negative,0,medium,1,71,cellphones
the best nail file... the perfect size. whats not to love. this is the handiest knife victorinox makes. two more words...,5,positive,2,short,0,21,sports
the oxo good grips 12 34 tongs are great. they provide a secure grip for both your hands and food you 8217 re picking up. excellent for flipping steaks or turning a 3 5 pound pork loin. they can be locked in the closed position easily and securely by pulling the tab at the end. the hinge feels sturdy and gives enough resistance to control what you 8217 re doing.,5,positive,2,medium,1,70,home
good old hoppe's brand can not do without !,5,positive,2,short,0,9,sports
i bought two hks speedloaders for my dan wesson 357 revolver. it works like a charm. i recommend it for other revolver owners.,5,positive,2,short,0,23,sports
"this item does nothing to enhance the signal in your phone, i followed the instructions and applied the antenna as stated but no change in the signal strength. i guess that's the reason why they're selling so cheap. do not waste your time with this product.",2,negative,0,medium,1,46,cellphones
these pads offer good protection. it does not have the sock like material that covers the whole knee or elbow but the velcro does the job pretty well and offers better ventilation. the only shortcoming is the velcro for the knees. it seems a bit short for the top strap. i measure the maximum it can fit 10cm above the knee is a circumference of 42 cm. i think that is a important point to note when purchasing this item. other areas should fit well as the velcro is long enough..,5,positive,2,long,2,91,sports
"i got this for my ruger 10 22 and decided to use the boresnake after firing about 300 brass plated federal champion rounds because there is no way to put a cleaning rod into the barrel's breech. i didn't want to put the cleaning rod with a bore brush into the end of the barrel because i don't want to take a chance of bending it or the rod and maybe screwing up the rifling.i read the instructions that came with it and they were pretty basic so i called up hoppe's and asked if there was any more to it than what it said on the package. i was told to put a few drops of what else hoppe's bore cleaner just below where the pull cord is attached to the wider portion, a few drops of oil at the end and run it through a couple times. he also mentioned i could wash it in the washing machine if i put it in a mesh bag so the bristles wouldn't tear up the other clothes. i don't generally put oily things from gun cleaning into the washing machine so i suppose i'll wash it by hand.i didn't have an eye dropper so i'm sure i put more than a few drops of bore cleaner and oil on it, but it wasn't soaked or dripping wet. i ran it through the barrel two times. my eyes aren't as good as they used to be so looking in the bore using a bore light wouldn't have done me much good to see if it was still dirty or not. to check to see how well it worked, i ran a clean dry patch into the end of the barrel through to the breech a couple of times. the only thing on the patch was a little bit of oil.since i had the thing out i decided to use it to clean my new ruger mark iii 22 45 that i had shot up a mixed bunch of brass plated and lead rounds, about 400 in all. i used the boresnake exactly as i used it with the 10 22 but it took four passes with it to get it clean, probably because of the lead bullets. i put a dry, clean patch on a cleaning rod from the barrel's breech and got the same result, a clean patch with a little oil on it.as of now, i'm very pleased with the boresnake and would recommend it. i plan on getting boresnakes for my .40 s w and .45. pistols.",5,positive,2,long,2,429,sports
"my mom gave me this ice cream maker as a christmas present a few years ago. my husband and i are vegan, so we were really excited about creating new vegan ice cream recipes. i eventually started compiling them in my blog, a vegan ice cream paradise. we've never had a problem with the machine. every recipe i've invented has frozen nicely. i keep the bowl in the freezer all of the time, so i can make ice cream whenever i feel like it.i do wish that the plastic covering shield thing was dishwasher safe, because it can be a pain to clean, especially when i'm using a high fat coconut milk. still, it's not too difficult, and the reward awesome vegan ice cream is worth it.",5,positive,2,long,2,127,home
"this tool is a must have for preparing mashed potatoes. it takes all of the effort and lumps out of making perfect mashed potatoes.a little bit of potatoes can squeeze out from the top of the lid as you push it down which is why i only gave 4 stars but since the gap is so narrow, what squeezes out is also mashed so it can be thrown in with the rest of the potatoes.my girlfriend complained that it is a little hard to squeeze when packed to the rim with potatoes, but this can be controlled by putting less potatoes in it each time.overall an excellent product. very easy to clean.",4,positive,2,long,2,112,home
this charger really recharges our phones while in the car at a very fast rate both when the phone is on off. it is attractive and lights up when its plugged in so that there is no doubt that it is working. it meets and exceeds the motorola standards that we all respect.,5,positive,2,medium,1,53,cellphones
i got this as a christmas present for my brother and he absoultely loves it. when talking to him it sounds very clear and there is no static. it is a much better than my jabra headset which cost nearly twice the price.,5,positive,2,medium,1,43,cellphones
"i owe wave and vic.x tool as i found them to be the best of the best on the market among multitools. recently i bought leatherman tti charge the most expensive one and pliers broke with first hard squeeze... that was unacceptable for me and i returned it. i owe first wave and x tool for 4 years now and will say that for more delicate job you probably would want leatherman wave but for the tough job any job x tool is 100 the leader. just look ahead of time and decide where, and how, you will most likely use your knives . the best future for me over wave is quality of steel. i didn't see anything of the same or better steel quality in other knives yet. the best description i found from aj viljoen here ... good luck !",5,positive,2,long,2,143,sports
we love this cheese slicer. it is very sharp and the cheese does not stick to it. ii have bought several items from oxo recently and love them all.,5,positive,2,short,0,29,home
"really nice budget scope. the clamp part of the rings that go over the top did not line up really well with the bottom mount so i dinged them 1 star. but, if you're using your own rings like i am aim sports 1 inch rings 3 8 inch dovetail high small, black aim sports, see my review , then 5 stars for the scope.",4,positive,2,medium,1,65,sports
"this thing is nice when you're out in the field and want to keep shotgun reloads handy. it could be worn in many configurations. overall, a nice product.",4,positive,2,short,0,28,sports
the opener is just what we needed here. it works. its well made. it arrived quickly. thanks for the quick response.,5,positive,2,short,0,21,home
"this should be used all the time, it's makes clean so much more faster and fun!!!! awesome, i recommend it to anyone!!!",5,positive,2,short,0,22,sports
"i just got this phone as a replacement for my curve 8300. boy, was i impressed. it runs fast, keeps up with my typing you can do most anything on this phone. email set up is a breeze i love using the custom ringtones for people in my address book. you can easily create your own wallpaper songs for it and upload without confusion.the downsides are no video and i detest that the memory card is behind the battery, making it take forever to power down and access. beware, this phone takes awhile to boot up, but once it gets going, it's fantastic.i've read that the usb connections go bad on these phones and when my blackberry curve 8300 stopped charging, i believed it. but i loved it so much, i bought another. i checked out the new bold but was unimpressed by it's bulky size and the flat keyboard makes it hard to type this phone is much better!",4,positive,2,long,2,160,cellphones
as always oxo came thru again. this is a wonderful product. i highly recommend it and i use it a lot.,5,positive,2,short,0,21,home
"after struggling with my old zyliss emphasis on the old , this oxo works effortlessly. now i actually enjoy opening cans.",5,positive,2,short,0,21,home
"the magnets are handy, and you can fit a bunch in a small space.",4,positive,2,short,0,14,home
"lifting this teakettle by the handle opens the pour spout. no button to press or gadget to fiddle with to open the spout. actually the angle you hold the pot at determines whethere the spout will open or not. it will always be open when in the quot pour quot position. in the more quot level quot carrying position just a tilt of the angle will change it from closed to open. it may sound kind of strange or uncontrollable, but it is very easy to manage.it's made of sturdy stainless steel. it looks nice, though very sleek and modern compared to all those quot cute quot teakettles out there. plus it has an additional larger opening for cleaning! you cant get inside most other teakettles. one thing that you may not like about this teakettle the quot whistle quot is a lower tone than traditional kettles, actually, it's more of a hum. some people find it annoying. i personally think the sound is more quot musical quot than the older whistling types. i find that old style whistle far more annoying than the pleasant hum of my oxo .if you are the type of person that wants everything as fast as possible, then there is one other negative . you cant put this kettle on high heat due to the rubber handle. i find it only takes a minute or two longer to bring it to heat, but if you are the harried sort who wants things pronto, this might annoy you.i am disabled and have very limited use of my hands, but i have no problem using this product. actually i use it with great ease. until now, i have been able to use no other teakettle. all the other teakettles i have seen and tried require more dexterity than i have. i am a c5 6 incomplete quadriplegic, if you need to know . also, my mother has arthritis in her hands and this product is much easier for her to use than her old standby.for me it's a practically perfect product.",5,positive,2,long,2,345,home
"tested this out last week and was amazed how easily it worked, if you're patient.i was simply testing the concept, not a full wilderness test, just did it outside on top of an old receipt.1. use the included saw back and forth, not up and down to generate the mag dust, dime says is more than enough, i used less.2. turn it over and scrape the fire steel with the back of your knife assuming the back is squared . when doing this, it may be helpful to hold the knife in one position and pull the start up, this way your sparks remain in one spot for more heat and you're not accidentally disturbing your tinder by hitting with the knife.the secret is waiting until you have enough magnesium dust, and at least moderately good tinder. once the mag ignites, it burns hot and probably for about 60 seconds, be ready to put small stuff on it within 20 seconds. good luck!",5,positive,2,long,2,163,sports
"pros several useful attachments includedcons very noisy, runs hot, average performancei bought this to clean the cars. it works for that purpose. however, i wouldn't recommend it for use inside the house due to the noise. i would also be concerned with using it for extended periods of time due to the heat it generates.for the price it is okay.",2,negative,0,medium,1,60,home
"seller cellular 5 star inci bought this as an extra to charge my iphone 4s and or ipad 2 at work. i'm using it strictly for charging through my computer's front usb port so this review will focus on that as far as the product itself goes.first off, this did ship same day as promised. i ordered saturday afternoon and it arrived monday at 9am.both the cable itself and the packaging look used. it doesn't bother me very much because the cable still works for what i wanted it for. kudos, i guess...for recycling and stuff...?the dock connector side of the cable looks very similar to an original apple cable for newer iphone ipad the smaller form factor plug without releases on each side . the product matches the photo perfectly as far as i can tell.i have an otterbox defender on iphone 4s and the plug fits fine with plenty of room to spare on all sides. i realize a photo might be helpful but my iphone is the only camera i have at the moment.the only issue i have with the cable is that where the cable meets the dock connector doesn't seem very secure. if i'm not careful i feel i'm going to rip the cable out without much force at all. time will tell.overall it seems like a good product for the price. i paid about 1 4 1 5 of what a new apple cable would cost. any pricier i would dock a star. any less in quality i would dock a star. for now gets 5 stars from me overall. i also purchased a black dexim cable in the same order.if you need something that works and need it quick for a pretty good price, get it!update 1 9 12i have an audio cable plugged into the iphone for music. unfortunately the cable for which this review was written is causing a ton of interference. i mentioned earlier i also bought a dexim cabledexim usb cable for iphone ipad ipod black . i plugged the dexim in and static is gone. 1 star for the few small things that i'm not too happy with. looks like i'm packing this cable away to keep it as a backup for the dexim.",4,positive,2,long,2,376,cellphones
bought the otis because i like the chamber to muzzle cleaning system. it's nice and small and self contained so i can carry it with me just in case i need a cleaning in the field.,5,positive,2,short,0,36,sports
"replacement batteries are working great. they take a charge, hold it, and last seemingly as long as the original when it was new.",5,positive,2,short,0,23,cellphones
"i bought many of the oxo good grips kitchen gadgets for my wife to replace an assortment of older items that had just lost their looks, and so forth.this stainless slotted spoon as with all of the oxo good grips items we bought feels great in your hand, is well made and looks great.i would recommend the oxo good grips items to any of my family and friends, as a very nice home kitchen utensils set.",5,positive,2,medium,1,76,home
"my go to gunstock finish. i do use this product in a 50 50 mix with boiled linseed oil 12 coats for a lustrous, shiny finish. very simple, very good.",5,positive,2,short,0,30,sports
"absolutely love my eureka 3670g mighty mite canister vacuum!the suction is great, unbelievable. now i remember why i loved canister vacs more than uprights.the plastic hose got kinked once and didn't crack.i give it 5 stars but i just wish they made them with the old style cloth hoses. plastic ones make my nervous.",5,positive,2,medium,1,54,home
"hard to find locally. it looked all over the place, finally found them on line. they work well with my pistol.",5,positive,2,short,0,21,sports
"when i saw pictures and read the details about this plantronics discovery 655 dsp bluetooth headset i just knew i would have to have one. i have owned several bluetooth headsets in the past, most made by motorola, and i have always continued looking for something that would stay in place and sound good to both myself and the people that i call. i just can't seem to find a bluetooth wireless headset that shines in all of the important areas. they either fit lousy or sound lousy or both! this new headset from plantronics looked to be the answer to my search for near perfection. it is very lightweight, fits snug in my ear, and has a very impressive appearence. it even comes with a multitude of charging accessories, to allow you to charge from a standard 110 volt household outlet, charge from a usb port on a home or office computer, and even charge from a single aaa alkaline battery. the headset provides very good tonal sound quality to the user and the sound output is quite good for the person on the other end of the conversation. what more could a person want from a wireless headset? how about decent phone to headset reception? even with my motorola razr v3 and razr maxxve cellular phones clipped to the belt around my waist i still experience constant reception problems. there is noticeable crackling and popping sounds and sometimes brief cutout of the conversation. although the people on the other end of my conversations say that they notice only slight flaws in the sound, i find the amount of noise in the reception to be distracting and very annoying. the proximity of my phone to the headset doesn't seem to be the problem at all. most of the time the headset is less than 3 feet from the cell phone it is paired with. i have tried the headset with both my work phone and personal phone, as well as with my wife's phone. changing phones has no effect on the reception problems. to add further frustration, the headset does not work properly with the voice dial feature of my phones. all of my previous bluetooth headsets would allow you to push the call button, which would prompt the cell phone to activate the voice dialing feature. this plantronics model requires you to manually activate the voice dial feature from the telephone itself or to punch in the phone number yourself. this really prevents me from using the headset as a safer means of calling from my car while traveling. i constantly receive compliments from friend and coworkers regarding how sleek the headset looks. but that just doesn't offset all of the shortcomings this headset has in terms of reception and functionality. the plantronics discovery 655 has a great look and an abundance of extras that are included in the package. however, if you are looking for reliable bluetooth headset that will offer great sound and above average reception then i would recommend that you look elsewhere. i still give this item an overall rating of 3 stars because of its design, lightweight, comfortable fit and variety of charging options. they just need to give it better compatability with hands free voice dialing and much stronger bluetooth communication with the cell phone it is paired with.",3,neutral,1,long,2,557,cellphones
"these measuring cups were nice upgrade from my old plastic ones. i like how sturdy they are.they are easy to clean, great for using butter, convenient to use on the stove to heat up anything, good looking, good quality.i use them separately because it's better for me to clean each cup separately than the whole thing if i would use only one. they are easy to remove from the ring and put it back. no complains here so far.",5,positive,2,long,2,79,home
"i take vitamins. most containers aren't big enough to hold them. these are perfect. they have plenty of room i don't have to methodically arrange my vitamins to allow the lid to close. i estimate these will hold around 20 big vitamins. 9 9 11 update i just attached an image showing this with 16 vitamins. i think it would hold 20 if you work at it. with 16, i can just drop them in and pop the lid on. they are compact enough to fit into a jeans pocket.yep, the lid is hard to get off the first couple of times. no worries after that. the bonus is that a snug lid means i don't worry about them opening and spilling my vitamins. nice!my daughter loves these in her purse, too.the uses are practically endless aspirin, gum, paper clips, skittles highly recommended!",5,positive,2,long,2,143,home
this is a very versatile kitchen tool. i first saw it being used on cook's country and america's test kitchen television programs. i thought it made sense and purchased it. i have now found that it is so much more than just a bench scraper. i especially love how i can use it to cut though my italian zucchini crescent pie cooked in a 9 34 x 13 34 corning ware baking dish.,5,positive,2,medium,1,73,home
after the first few passes using a synthetic patch i was starting to think the jag was undersized.... switched to a cotton flannel patch and that did the trick making for a snug and solid cleaning pass.. worth a try and a solid and decent investment if you shoot quite a lot....,4,positive,2,medium,1,52,sports
"excellent classic corer slicer, but make sure sure apple isn't too big. also really firm apples may break the handles. whaterver happened to all metal corer slicers?",4,positive,2,short,0,27,home
"first off, the charger works just as it should and all the ports stay connected just fine.people in other reviews were complaining that the cord was too short about 2 or 3 feet and that was what i was expecting. instead, i got a 5 foot cord which is a bit long for the purpose i was going to use it for in my car . now i have a long cord dangling everywhere. that extra length may be a bonus for most, but i bumped down the rating due to seller's lack of description and or consistency. also i'm fairly certain the product image was changed because when i ordered it, a different style adapter was pictured... i was expecting a square shape with the usb port on the side i got the longer rectangle shape with the usb port on the end... hmm. there's no way to verify that now.in sum good charger with good connectivity, looks and acts like it's an original samsung. cord length and adapter style may vary as it seems like the seller is not consistent.",3,neutral,1,long,2,182,cellphones
"this was quite a change for me. i've been using a round whisk for 20 years. now i wonder why. this whisk is easy to handle, gets to the bottom of pans or skillets wonderfully, and is one of my fav kitchen tools now.",5,positive,2,medium,1,44,home
"i just got it in the mail and i saw the reviews and figured 34 i'll just reinforce the stitches with a needle and thread when it arrives. 34 but an examination of it revealed that it's pretty durable. the stitching looks just fine and honestlyi don't see how it's going to come undone after a couple days. on a side note, there are two belt holster options. vertically and horizontally. the verticle holster is under the clip which felt pretty durable and then under that is the horizontal one.maybe i'll end up being wrong, but i have heavy duty needles so i'll just use that to reinforce the stitching if need be. or i'll be lazy and glue it.",4,positive,2,long,2,120,cellphones
"i've owned my xlt since shortly after it came out, and it is absolutely the best knife i've ever owned, even better than the swisschamp i'd carried for 10 years prior. i work as a computer tech, and this knife has about 90 of the tools i need to fix a computer, all in a relatively small package that i can carry in my pocket. it's got things like torx and hex bits, and the bit driver is exactly the perfect size for tightening the little nuts on either side of a d sub connector vga, parallel, serial port, etc . even the little straight pin has come in handy for resetting pdas. i have used every single tool on this knife except the fish scaler. heck, even the toothpick has proven useful!",5,positive,2,long,2,133,sports
