query_index,query_review,query_true_sentiment,query_true_length,predicted_sentiment,predicted_length,top_1_similarity,top_1_review,top_1_sentiment,top_1_category
161,"i like these bolts... they're carbon fiber and match the ones that came with my crossbow... i think i'd have preferred more weight higher gpi , so i'll probably look for some 34 pile driver 34 s for my crossbow... but for now these work good.",positive,medium,negative,medium,0.9719687700271606,i bought these so my headset would be more comfortable...these hurt your ears just like the one that comes with it no matter what size you use. i wouldn't recommend this to anyone...don't waste your money.,negative,cellphones
162,"i use to be the flagbearer for the cardo scala 500 and logitech pro and while those headsets hold a special place in my heart, they'll never see the light of day anymore because of this great new headset from jabrathe jx10 is an excellent headset i'll list the pros and cons below 1. sound quality outbound i called my own voicemail and talked into it, while wearing this headset not only did it sound great in my regular voice, but i could even hear myself whispering yes, i tested that too so don't believe those who say that people on the other end will not hear you outbound sound quality wise, its the best headset out there, as i heard no static, no drop outs, and no tunnel effects2. size easily, this is the most comfy headset out there it is optional to attach it to your ear, and wear it without the loop honestly, the loop holds it in place much better, with no discomfort one bit yes, you can wear it without the loop, and it will hold okay, but either way is fine the thing is tiny which is neat3. call pick up call pick up happens instaneous, with a half a second delay no manual initiation necessary4. battery and charger the battery seems to hold just fine all day and the charger is real small the package also includes a usb charger, so that you can charge it over usb on your computer, which i thought was pretty useful for people on the roadother pros would be that the range seems pretty solid, and pairing was easy i liked that jabra created a seperate pairing button i would consider volume a pro it would be nice if it was louder however, i can hear everyone just fine, provided that i'm indoors whether that be in the office, in the car, etc it can hold its own outdoors, but if you use your headset a lot outside, then you may wanna test run the jx10 first i think the cardo scala 500 had the loudest volume, and the jx10 comes very close to that loudnesscons 1. buttons this is really a minor complaint i think the button placement accepting calls, ending calls could be a little better but its not a big deal, and certainly, not a deal breaker the thing is so small, that its kinda hard to fit any buttons on it anywayshonestly can't think of any other consthe headset is definitely the best looking silver with black streaks!i love this headset, and its gonna be awhile until its unseatedyes, the price is steep, but its worth it take my word for itthank you for reading and happy buying!!!!!",positive,long,negative,long,0.9954078793525696,"not bad, i had one of the knock off brands of this, chicago tools one from harbor freight and this was about the same in accuracy except it obviously has all the features of storing all the data on how much total electricity that devic you plugged in used and estimated cost based on the cost per kw you enter in. pretty nice device, yes it sucks that the outlets get taken up when you plug it in, but its not like you need it on there for ages, you just need to see for a short period of time how much power that particular device is using and then take it off. since purchasing this, i now have a whole house monitoring system ted 5000 and love it. i use this now to monitor any single device on demand when i need to.",positive,cellphones
163,"exactly as promised, i use this at home and work with no glitches at all. would recommend for others to purchase.",positive,short,positive,short,0.9859177470207214,i know of no finer pie slicer. it works and looks very good and i would heartily recommend it to all.,positive,home
164,"the galaxy s3 is a great phone, but its finish is very slippery, and the phone is too easy to drop. this case solves that problem inexpensively, and without adding a lot of bulk. the volume and power keys are harder to operate than without the case, though. that's a good thing for the power button, as it prevents accidental power ons. it's not as good for the volume control, though. but it's well worth the price.note that in order to get the holes to line up right, i had to put the volume control side of the phone in the case first, then stretch the case over the power button side of the phone.",positive,long,negative,long,0.9897010922431946,"this counter top ice cream maker works pretty well. it works best if you make sure that the bowl is 100 frozen solid, which means leaving it in the freezer at least overnight. also once you've made your mix, put that in the freezer too for a little while so it's very cold. i also add the mix to the bowl and then the paddle and then the lid, because if you try to pour it in thru the hole in the lid, like the directions say, you end up with a mess all over the counter.another thing i've learned is don't even attempt to make the 'kids' ice cream recipe in the book, the one that uses instant pudding mix. this just makes cement. you can't eat it and it practically ruined the bowl! i had to soak it in boiling water and scrape it off with a metal scraper! what a disaster!the easiest, creamiest ice cream recipe is just to use 2 cups heavy cream 1 cup half and half, 3 4 cup fine ground sugar and 2 tbsps of real vanilla extract. easy. creamy. yummy. enjoy!!",positive,home
165,i use this knife to cut various types of rubber or plastic foams and it does a great job. i previously used a black and decker electric carving knife and it was ok but this one has finer teeth and a sharper blade and does a much better job. i just have to assume that it also works well as a filet knife.,positive,medium,positive,medium,0.9716202616691589,i ordered this and was so surprised that it was so cheap and charged my evo so fast. my pastor and his wife only had one charger so i gave him one and he loved it as well. of course i ordered a replacement for the one that i gave him because they work so great.,positive,cellphones
166,"i got one of these ice cream makers as a christmas gift, and it's been fantastic. i was careful before requesting it to check the temperature of my freezer. if your freezer doesn't maintain a temperature of between 0 5 degrees fahrenheit, your ice cream probably won't turn out that well. mine stays at a chilly zero degrees, and i've been amazed at how quickly this machine makes great frozen desserts. i've made the full fat ice creams, a couple of sherbets, and frozen yogurt everything froze quickly and evenly, and came out with fantastic texture and flavor. it's been a great gift. i keep the bowl in the freezer, wrapped in a plastic bag and filled with frozen vegetables, so it's always ready to go.",positive,long,positive,long,0.9923273324966431,"this is a sturdy peeler with swiveling twin blades and a built in potato eye remover, which easily pares even the toughest skin of your fruits and vegetables, and carves out blemishes without damage. it produces thin rinds and peel with little or no pulp, and cuts on the first run every single time. its blade never seems to need sharpening and its hefty body fits comfortably in the hand, making it require less force to operate than the more traditional lightweight peelers do, and keeping you away from any stress related injuries. you can even use it to quickly julienne vegetables like carrots, cucumbers, and potatoes, among others.like the rest of the products from the oxo good grips line, this one is a great value of superior quality, unsurpassed durability and flawless performance. its ergonomic design and big, pressure absorbing, outstanding non slip grip, complete with flexible fins to accommodate your fingers and an oversized hole for easy hanging, allow you comfortable, daily, wet or dry use.its elegant, stylized shape fits seamlessly with the rest of the oxo good grips collection. its easy to clean, simple construction and dishwasher safe, hard wearing materials make this essential tool one that you will be able to depend on for years, and its stainless steel metal parts will permanently keep your rust worries away.after submitting this product to over two years of relentless, everyday use, mine is still just like new. reviewed by m. e. volmar",positive,home
167,"man, i loved this thing until stupid polish airlines bastards took it away from me. after that i felt lost. only bad thing i can say about it is that when it's in wrench form, the head wiggles from side to side a little. i never found the need to use it one handed. it didn't really work anyway, always got stuck sliding it in and out. i need to get a replacement soon.",positive,medium,negative,medium,0.9748409986495972,"i got this because i needed something that won't tear up my non stick pans. i love the handle, but it is a lot bigger than i thought. i mainly use this for gravy, and it's just to big and flimsy. i'd prefer something a little smaller. also, it has little groves at the bottom of the handle that hold water after washing, because of this it's better to hand wash than in the dishwasher.",negative,home
168,"otterbox commuter cases are very durable and great for everyone especially guys. hard plastic on the outside allows you to pull in and out of your pants pockets easily, but rubber interior is padded to protect your phone. would recommend to anyone who wants a good sturdy case, but is not too bulky at the same time.",positive,medium,negative,medium,0.9737366437911987,"this is the third or fourth mighty mite that we've had over the years. they are extremly durable, useful and can be counted on to last for ten years, with normal use. i'm not in love with the new style floor tool that comes with the vacuum but maybe i'll learn to like it? a very good value.",positive,home
169,"i have read several comments about loose screws on the handles. go to your local auto parts store and ask for 34 loc tight 34 . you clean the screws of any oil, put on a few drops of 34 loc tight 34 and replace the screws. let then cure a few hours per the instructions...and...problem solved.",positive,medium,negative,medium,0.9599666595458984,a phone which has got lots of very useful features and functions.pros very good reception. works great inside buildings.clear beautiful color screen and camera. one of the best out therecons the buttons are kind of small and needs getting used to.little bulky if you compare it to a samsung flip phones. but does things better than the samsung.,positive,cellphones
170,"this is a very versital spatula. i bought the spatula for the handle. the flexible rubber fins on the steel handle create a very comfortable feel and will not transport heat up the handle. the oversized grips create a very quot ergonomic quot feel and fits my hands without having to tightly grip the handle.the spoon head is very flexible and yet sturdy. it can be used to stir the stiffist pancake mix and yet still clean the side of the bowl smooth. it can also go from normal room temperatures to stirring the soup, sauce or chili without fear of the blade melting or leaving quot that plastic taste quot in the pot.a great product with flexible uses and a staple in my kitchen.",positive,long,negative,long,0.994655191898346,"this is really an excellent accessory to improved dumbbell training at home, or you can even bring then to the gym.the power hooks provides the user with a method to perform and accomplish heavier dumbbell training procedures safer and easier, resulting in maximum training benefits from your pair of dumbbells, reducing the risk of injury when handling heavy weights.each power hook comes with a leather strap that attaches the power hook to the dumbbell bar. this way for example you can position your loaded dumbbells in the overhead barbell, lay in the bench, and grab the dumbbells that are already positioned in a convenient way to perform presses or flies without the risk of injuring yourself when to try to take the heavy dumbbells from the flour to the starting position for a dumbbell bench press or fly.i bought mines about six months ago, and i love them. they allow me to handle heavy weights safely when there no one near to help you with the weights. this is even more convenient if you train alone at home.",positive,sports
171,"my mom has shaky hands and this works great for her. she uses it on oranges, and takes out the seeds with the little scoop at the tip too. removes 'eyes' on potatoes too.",positive,short,positive,short,0.9734613299369812,"this charger is great for many usb chargeralbe devices. i love the fact the you can charge two devices at onces with a compact adapter.the packaging, delivery and transaction was quick and smooth.",positive,cellphones
172,"i have had these measuring spoons for two years and i love them they are my go to spoons. as far as i can tell, they are accurate. they are easy to use and the rubberized grip is definitely nice to have. i've ran them through the dishwasher dozens of times and the labels with the measurement markings are still clear.",positive,medium,positive,medium,0.9860125780105591,i knew oxo was a good brand and i liked the black color so i bought these spoons and they are just what i needed. i like that it comes with 1 2 t which is 1.5 tsp so you don't have to use 2 spoons for that . i don't keep mine on the ring but it is very easy to snap them off and on.,positive,home
173,"i received my mini prep about two weeks ago, and i have used it everyday 2 or 3 times a day to make homemade baby food for my daughter. it is great! it is easy to clean and i love that you can switch the blade from sharp to grind mode! i do recommend looking over the user guide for which blade side and speed for optimal chopping processing. i had been using my full size cuisinart to make her baby food prior to getting this, which as any one with the full size cuisinart knows is a pain to drag out and i couldn't make just small portions for her. so, the mini prep was the perfect solution for me! i have processed just about anything and everything in this so far and it has worked beautifully! i highly recommend this for any small job in the kitchen. another plus is you are able to buy extra bowls so if you want to use it for coffee or spice grinding you can have a bowl specifically for those uses so other foods do not absorb the flavors of coffee or spices.",positive,long,positive,long,0.9949861168861389,"ok, so i went thru hundreds of reviews on this product and simply decided i would give it a try for myself. i paired it with my sanyo katana dlx and quite a few of the negatives stuck out to me right away. for starters i luv my music loud and when listening to these headphones the sound is simply mediocre. it sometimes emits a lot of static as well. the buttons on each side are extremely easy to push and after wearing them for maybe 15 20 minutes it tends to make my left ear quite tender causing a readjustment or simple rest from it. i was really satisfied with my jabra bt500 and had faith that this one would deliver as well but in the end it was just ok. i also attempted the firmware download and it made not one difference it almost seemed as if it made it slightly worse. i'm thinking maybe it has something to do with the type of cell phone i have. it also seems at certain points during the song the music would come to a slow and then speed up during song, strange. it would really be helpful if people would list the type of c.phone they have so potential buyers would see and possibly keep looking if c.phones listed turn out to be incompatible. overall it'll do for now considering the price but i will be on the market soon looking for an upgrade.",neutral,cellphones
174,"we frequently travel to our cabin which doesn't have electricity. if i use my phone very much, the battery charge is down to the point i cannot use the phone. without turning on a car or when we're on a walk, i cannot use the phone. with the external charger, i can recharge the phone and have it available. this is an easy product to use and practical.",positive,medium,positive,medium,0.9887663722038269,"i have purchased several types of whisks in the past year, and this by far is my favorite. it is very well made, feels sturdy in the hand. the grip is padded and thick enough to get a good hold on it, causing much less fatigue during use. i have had multiple surgeries on my hands, yet i find this whisk very easy to use.",positive,home
175,"this product is silky smooth on touch screens. i'm comparing it to an amazon basics rubber tipped stylus. it has several 34 tethering 34 options, which is a nice feature. it is a bit longer than the ab and seems to be of a heavier gauge aluminum tubing. it has a nice 34 34 heft 34 to it. a slightly thicker diameter too. the fiber mesh just glides smoothly over my ereader screen and over the anti glare screen protector. no problems with conductivity through the screen protector either. i've only had it several days but seems like a well made product. we'll see how well it will last. over all i'm happy with my purchase.",positive,long,negative,long,0.9910818934440613,"i had to teach an on line webex class. normally i am provided a phone bridge. however, this time, they wanted to utilize voip only. i didn't want to use a normal head set with a cord tie'n me to within 6 feet of the computer. i needed 8 hours of talk time, i'm the instructor. this fit the bill. i let it charge over night and it's ready for the next day. i do put it back in the charger during lunch break. the only reason i didn't give it a 5 star is that my ear hurt at the end of the day. the piece that goes over the head to keep the unit to my ear put to much pressure on my ear. i will have to try the other ear adapters.",positive,cellphones
176,"very thin, not as thick as they need to be to do a good job. i am a little disappointed.",neutral,short,negative,short,0.9909104704856873,do not buy. threw ours away. it overheats when plugged in to the point where it is hard to touch it.,negative,cellphones
177,"this works great, and actually makes cutting up an apple fun! sometimes i do have to cut a bit more of the core out, but other than that this little thing is super.",positive,short,positive,short,0.9843489527702332,"if you need a simple case, this works great. i use this more as a backup case but for the price it's great! it arrived on time, which is appreciated and in good condition.",positive,cellphones
178,"6 for a battery? too good to be true? that's what i thought, but for 6, why not give it a shot? i'm just using it as a second battery because the pearl 8130 has such poor battery life, i could throw this in my luggage, or whatever when i go on a trip. well, i've been swapping back and forth between my original and this one for a few weeks now to make sure they stay charged and i can never tell the difference in life, they both seem to work exactly the same. the only difference is this one has a non oem looking sticker wrapping it, looks to be printed from a scan of an oem.",positive,long,negative,long,0.9950889348983765,"my 2 cents i'm not a phone junkie and have only owned about 15 phones ever, from the free cheapos offered by the network companies, to the 500 smart phones of old, but this one takes the cake for audio quality coming from its speakers.the best part is the 3 d audio effect it can produce for your ringtones and music files it is truly like a mini boombox that's situated just behind your ears. many times i'm left to wonder where the sound is coming from, even when i'm holding the phone right in front of me.put in an 8 gig micro sd card, slap on a good pair of cans, and you can throw away all your ipods and digital music players.i have since moved on to thenokia n85 unlocked cell phone with 5 mp camera, 3g, gps, mp3 video player, microsd slot u.s. version with warranty copper , in which its oled screen blows the n95's old tft screen out of the water, as well as most other phones i'm sure.but audio wise i think the n95 is better, and for a phone that's several years old, it can still hold its own on the other fronts as well awesome photo quality and very decent video quality.although it's fat almost like a soap bar as opposed to a candy bar like other phones , i very much like how it feels in my hand gives you a very secure feeling i feel like i'm always about to drop my n85 .the soft rubber of the back has a very nice feel as well although prone to marks and scratches because of its rubbery material .the feel of the buttons is very firm, tactile, and responsive, but prone to wear like most phones.on the downside, the real player sucks you'll have to install a third party player to enjoy all your different video files.overall, highly recommended.",positive,cellphones
179,i expected a big package but it's small and compact. inside there is an array of great items that will accomplish any all of the gun cleaning projects you might have. i like the pull through cable...it saves that barrel end. small package...powerful results.,positive,medium,negative,medium,0.9733203053474426,"this mattress is sturdy, not cheap at alll. it is heavier than you want to carry for a 3 4 day hike, however would be goodfor a base camp or fishing camping excursion w truck car... fast shipping. good seller.i'd buy again.",positive,sports
180,"how can they be this cheap and work so great?? i really can't believe that i pretty much gave so much money on these cables at the fruit store and then here are so cheap. they work great, they don't heat at all like most people say, and it is a great purchase. i highly recommend this.",positive,medium,positive,medium,0.9686794281005859,"it's chalk, can't really go wrong with that. got this box for cheap and each block lasts me a year or more keep it in a ziploc container in the block form, its much less messy and easier to use, and it'll last longer . i use this for lifting and its indispensable for me.",positive,sports
181,fits hk usp p220 well. seems sturdy and locking mechanism is smooth. would consider this in the future for other models.,positive,short,positive,short,0.9900904893875122,use this at pre school and a 2 year olds bday party. is always a hit. don't even need balls with it.,positive,sports
182,"i searched online for a case for my new samsung galaxy note ii, and decided on this product with it's cool design. it has provided sufficient protection and i especially like the grip ability on the sides.",neutral,medium,positive,short,0.9598116278648376,start to finish this kit has all you need except for sand paper and steel wool. the stock finish i hand rubbed and turned out excellent. the bluing is deep gunmetal blue black and looks great. thanks.,positive,sports
183,"works great.needed extra speedloaders and this works just as good as the other one that my wife have. yes, i would recommend it.",positive,short,positive,short,0.9886012077331543,"great ideal for a product, works perfectly and as advertised. i just think its another item for the bag with the laptop when you are traveling.",positive,cellphones
184,"this thermos works well, but with the open top, it's impossible to keep the 12oz drinks cool for an extended period of time, like the other thermos products. i'd say that it really only keep the drink cooler for a slightly longer period of time. it's definitely better than one of those flimsy koosies, but not as good as i expected it to be.",positive,medium,negative,medium,0.9665018916130066,"it does simplify packing but needs a layer of protection to keep it from wearing holes during travel. it is plastic so you must cool the griddle before inserting it into the sleeve. it is not water proof, so griddle can rust inside.i would still buy it but am looking into making my own canvas carriers for better durability.",negative,sports
185,"micro versus mini usb is the warning here. if you see this sizing and understand it, then it's good for your cell phone. not mine with regular mini usb. not a complaint about the product, just the confusion about the size terminology. we have passed these two items to folks who do have micro usb phones to use in their autos.",negative,medium,negative,medium,0.971900463104248,"it just won't fit right on the new ipad. i've tried both purchased cables, neither one worked. if i pushed it in harder, still one side won't go in completely, then the other side would have hard time to pull out. so this is not a good cable for ipad. there is no problem using the original ipad usb cable.",negative,cellphones
186,"they were selling it for a few bucks cheaper than the local walmart so i bought it and i really like it so far, espechally when compared to the old rod and swab method of cleaning.",positive,short,positive,short,0.9732409715652466,"these are great for cleaning the gun in the field, at the range or after a long day. i put a little cleaner on it and run it thought the barrel, looks like new every time.",positive,sports
187,this case works well on the offhand side to provide additional rounds for my ruger lcr. the case is easy to position and remains securely closed during everyday activity.,positive,short,positive,short,0.9799894690513611,we mix this soap with water because it doesn't have to be quite so concentrated. it's nice and easy on the skin. it has a pleasant citrus smell.,positive,sports
188,"these are the best of all i have tried. the multiple squares are ideal for range use because you can reuse without having to patch it up so often. also you can use the corner squares to practice moving between shots the grid squares are 1 so it's easy to measure your groups. the bullet holes are easy to see for a good distance even with a .22 caliber bullet maybe 25 yards or more if you have good eyesight . perhaps the only downside compared to others is the overall size, but its never an issue for me.i've seen these used in history channel's top shot show, so pros like em.",positive,long,positive,long,0.9948753714561462,"these measuring cups are so sturdy that i was able to use them to serve rock hard ice cream and the handles stayed rigid without the slightest bend. the rubber coating over the handles keeps them cool if you want to use the measuring cups for heating small quantities of ingredients over a gas flame or electric burner. the markings are easy to read because the font is large and the color coding helps too. the shape is very useful, an excellent alternative to the usual straight sided measuring cups. the price is reasonable given the high quality. if you are looking for a versatile, top quality set of 4 measuring cups in the standard sizes, this set is a very fine choice.",positive,home
189,sigg fed on our fears of bpa and profited as we bought their bpa laden bottles. punish evil don't buy their products!,negative,short,positive,short,0.9729003310203552,good lengtheasy to usevery fast chargingi would recommend it to persons who use their phone a lot.,positive,cellphones
190,used it for a year or so before i sold the gun and all the accessories but would buy again...great price for what you get. i used it for shooting at the range or at the farm....i wouldn't use it fir duty or deployment as it has limited retention.,positive,medium,negative,medium,0.9683418869972229,"my wife saw this on a cooking show and decided she wanted one. i purchased it as a valentine's day gift... ok, it's not the most romantic gift, but i took her to dinner, too. anyhow, she loves it and uses it all the time. so far, it has worked well with no signs of breaking.",positive,home
191,originally bought the .223 size for my colt 6920 but they were too big.if you need the right size for your .223 5.56 rifle this is what you want. returned the other size with no problem.,positive,short,negative,medium,0.9717879295349121,"i use this more for scooping than scraping pastry dough. it is a handy addition to my gadget stash. i haven't tried chopping with it yet but i think it would work well for onions, garlic fresh herbs.",positive,home
192,"i bought this because i want a way to keep my 590a1 loaded while on the move.i keep mine loaded with 00 buck and slugs for emergency.it was pretty hard to load the first time because the loops are so tight, id use this belt for 20 gauge shells too.but this means the shells are very snug and i can confidently move about and know nothing is going to fall out.grab 2 or 3 and keep them loaded up in a back pack, that way you can carry large amounts of ammo but with fast access.great buy, waay worth the money, even if your going to use it for skeet.side note....expect friends to make swat and rambo jokes.",positive,long,negative,long,0.9944885969161987,"i'm giving this brush 4 stars instead of 5 because its natural bristles don't last as long as i'd like. that said, i love this brush. i'm about to reorder several more. i use it for everything from scrubbing produce don't let anybody here tell you it won't scrub potatoes to cleaning up pots, pans, and sinks. the handle is comfortable and the brush is the perfect shape for a wide variety of kitchen tasks. i wish i could get more than two or three months of service out of these, but despite that, as long as amazon offers these things i'll keep buying them sometimes the most useful products aren't the longest lasting.",positive,home
193,"if you want a easy barrel cleaner for your 10 22 or ar in general, get this boresnake. it's cheap, but works...",positive,short,positive,short,0.9925655722618103,"good stuff. goes on easy, comes off easier. many camo options available with the colors given. going to pick up a couple more.",positive,sports
194,"this is a very nice scope for the price. it is clear and has held zero, for less than 100. what more would you want.",positive,short,positive,short,0.9897096157073975,"this is the best veggie brush i've ever owned. it cuts scrubbing time in half, and it's held up very well for 6 months .",positive,home
195,"biking, skating, kickboxing, deck cleaning..you name it, these pads can be worn to give your elbows and knees the protection they need at a price you can't beat. delivery was prompt and all was in good order. definitely recommended!",positive,medium,negative,medium,0.9714583158493042,i recommend a bore snake for any regular shooter. one pass through while your gun barrel is still warm and clean up at home is much much easier. i've only ever had one rip on me and that is because it was super old.,positive,sports
196,love love love oxo. everything oxo is high quality. this spoon is perfect for my arthritic hands. i use to stir cookie dough.,positive,short,positive,short,0.988257646560669,this is perfect for removing crusted food of a pan. i use it daily. excellent product. i would definitely recommend this.,positive,home
197,"all dish brushes i have used in the past have not worked very well and got gunky. this brush does get a bit of brush build up and needs to be run through the dishwasher at least weekly in my house, but the bristles are much more rigid than most brushes and it actually gets things clean.",positive,medium,negative,medium,0.9666691422462463,"i have the same model that i've used for about 5 years and been happy with but the first one just kind of wore out... as the suction got less and less. i figure that it served its purpose and just ordered a new one. not my dream machine, but certainly does the job.",positive,home
198,"this is perfect as my aux input in inside the arm rest between the seats. huge design flaw in the car pinches all other traditional round cords, and has destroyed a couple. this one just plus in and will retract to fit in the compartment with no fuss or tangling.",positive,medium,negative,medium,0.9744793176651001,i hate the jumble of wires that are always wrapped around the shifter in my wife's car so i ordered this for her. it replaced the 4 foot long cord that she used to have spaghetti piled up on the console and works just as good. she is happy therefore i am happy.,positive,cellphones
199,i used it this past weekend on a camping trip. it inflated deflated 2 queen 2 full sized air mattresses and did not lose power. it has a nice long lasting rechargeable battery.,positive,short,negative,short,0.9845583438873291,"for the price you can't go wrong here. works perfectly for my psp 3k. i have only used it a few times, so i'm not sure about durability. we'll see how it goes.",positive,cellphones
200,"i purchased this a few weeks ago, as my droid razr has a terrible battery life, and it has been nothing short of excellent. the main function of this product is to recharge mobile devices on the go, and this delivers, flat out. it is able to charge my phone in under an hour. it is very small and lightweight for the 5000 mah miliamp charge capacity it carries, and is not excessively bulky or weighty in a pocket, backpack, etc. the laser and led flashlight are also excellent additions, great for presentations, etc. overall a great product, 5 stars!",positive,long,negative,long,0.993299126625061,"my wife loves warm fudge chocolate brownies. the only problem is getting them out of the pan. our spatulas are all too big, and getting them out with a butter knife only crumbled them. so, i looked an found this spatula, and it is perfect!it is 2 1 4 34 wide at the tip, 4 1 2 34 on the flat part, and 10 34 overall length. this is just what she needed to get under those brownies. it works well on pie although we have a more pointed pie server in the drawer , cookies, and other similar sized items.my wife says it's just like the one her mom had, but i hear that about almost everything we own. it would have been easier to move into mom's place than to buy all of her stuff one item at a time. but, this is a very good item to have.",positive,home
201,"oxo usually makes quality products, but these measuring spoons are even a cut above expectations. the handle is open so the spoons can be detached and reattached to an oval ring, for use of use and storage. the measurements are clearly marked on the handle in a contrasting color, too. these could not be improved.",positive,medium,negative,medium,0.9683550596237183,"my wife still likes to use a narrow pick for getting meat out of the skinny legs of crabs and lobsters. these will not do that. but, i think they are excellent for scooping the meat out of an opened leg or claw and the fork end is perfect for dipping the meat into melted butter.",positive,home
202,"the hand pump that comes with mattress would have taken a long time to inflate the air mattress. this made short work of inflating the mattress and did a really good job.if you get a air mattress, do yourself a favor and get a battery powered air pump, you won't by unhappy you did.",positive,medium,negative,medium,0.9719255566596985,"it seems that you are required to have an emergency whistle close at hand will boating, kayaking, or canoeing. a neck lanyard works well. this one is thick enough to be comfortable. it has a very positive clasp that will accommodate most whistles and is very secure. well made. probably last for decades.",positive,sports
203,"the explorer 350 is simple to set up and use. here's my lowdown positive easy set up and use good sound balances well on the ear and easy to put on nice options charging in car or via a usb port nice options for mounting it in the car nice phone ringing tone in the earpiecenegatives no built in mute function that i can find if you want to recharge via outlet, you have to purchase a chargerthis is my second plantronics bluetooth headset. the first voyager had all the bells as whistles, but the buttons were very small and the volume button broke when i dropped it on a tile floor. this one is easier to adjust on the fly but you have to be willing to live with no mute.",positive,long,positive,long,0.9938185811042786,"i'm very happy with this purchase. i can't believe that such a cool looking headset works so well and is so easy to operate. i simply hold the button in for two seconds, my motorola phone asks me to say a command, and i'm placing a call. great for hands free use in the car! it fits easily into my ear, and helps to block out unwanted noise. i was surprised how securely it stays in place. i especially like the clever case which not only protects the earpiece, but recharges it as well! it's easy to throw in a messenger bag to carry with me. this was well worth the cost!",positive,cellphones
204,these are not what i would call standard targets. most indoor ranges would not allow me to use these without cutting them in half. too long and low shots tend to ricochet off the floor. will get smaller targets next time. be sure to check dimensions before purchasing.,neutral,medium,negative,medium,0.9673984050750732,"i bought this because i wanted a case to protect my new iphone. i didn't want the rubber cases becase they look childish. this fits just right, not too snug, not too loose. although the leather sometimes feels more vinyl than the real stuff...and it's a bit stinky, not like real leather.",positive,cellphones
205,"appears to be well designed while you're at the store, so it creates a buy urge. but once you wash with it, it's got wimpy bristles, it's not easy to use, and it's not easy to detect if soap is coming out.",negative,medium,positive,medium,0.9707034230232239,"i tried the flip case and it was nice but always seemed to be in the way when i wanted to take a pic. this case is great, nice tight fit, and easy to hold onto. does not add any bulk to my phone.",positive,cellphones
206,"i've had this headset for about a month now and at first i was very satisfied. i like the shape, it's comfortable enough to wear all day and i wear it from 7 30 a.m. to about 9 00 p.m. , and the battery lasts almost forever. the headset loads into the charger like a knife into its sheath. the charger even has an accessory belt clip so you can carry it with you as a holster for the headset. the sound is loud and clear unless you drive with your windows down, and the ear gel can be adjusted to put the sound right where you want it. so why 4 stars?my only complaint is that aside from being wearable on either ear, this headset is totally not adjustable. perhaps the shape of my face and or ear is unusual, but the earpiece keeps pulling away from my ear. add to that the fact that the headset wants to work itself off my ear entirely, and the lack of adjustability is a problem for me. lest anyone wonder, i'm not a small person and my ears sit stylishly flat against my head.i solved the foregoing problems by cutting a heavy duty paperclip to length, bending it into the appropriate shape, and taping it to the headset with electrician's tape. then i bent the wire so that the earpiece fits snugly into my ear. as a bonus, the tape adds a little extra bulk around the upper loop of the headset, which helps hold everything in place. problem solved, but why not engineer some adjustibility in during design?i'd still buy it, no problem there, but i can't give it five stars because the lack of built in adjustibility is, to me, a definite oversight.",positive,long,negative,long,0.9949221611022949,"i absolutely love this spatula. this is perfect for getting under things in the fry pan, like eggs, and flipping them. i also use it when baking bread to go between the pan and the bread and loosen it on the sides and underneath. it is very flexible but yet sturdy enough to flip most things.i am now on my second one of these. i thought i only had the first one maybe 2 years. and if that was it i would still rate it 5 stars. i use this many many times per week and two years worth of work for 8 is a bargain. however when i went into amazon to buy it again, it told me i had last bought this 7 years ago! seven! time flies when you love cooking . so basically i paid a little over 1 per year to use this a ton for things only it can do. tempted to buy 5 more and store them away in case they stop making them 7 years from now.",positive,home
207,i picked this up after getting a friend's recommendation. it's an easy way to clean my over under barrels quickly. i recommend giving it a try!,positive,short,positive,short,0.9892144799232483,"a fast, easy, and safe way to clean the bore of a gun! i bought one for each caliber gun i own.",positive,sports
208,"but, again, they seem to do what they're supposed to do. i am hesitant to wear them outside while dribbling, already getting enough looks from my neighbors by doing my jogging while dribbling a basketball with naypalm hand grips on, but these do indeed work. at the same time, though, couldn't you just close your eyes? still for the price, worth the purchase, just don't expect to make a fashion statement or anything!! lol!!",positive,medium,negative,long,0.9650012850761414,"in this particular style of oxo, i own just about every utensil. i have to say that i have yet to be disappointed!! the handles are very comfortable, they are sturdy and dishwasher safe. if you ever get those great 20 off coupons from bed bath beyond, you can apply them to these and save even more, not that the prices here aren't good but ever bit helps! buy them while they are still available.",positive,home
209,"this repeater is simply two different length antennae. actual signal is perhaps doubled but that's not much. i get two, three bars in a 1 bar area. put one on top of a 20 ft. flagpole. heh. raises coverage from none to marginal. not cancelling my land line. other two are on early model cars. can talk inside now.",positive,medium,negative,medium,0.9694811105728149,"should have read the description better. not for sg90 grill even though amazon pushes it as a package for the camp chef 3x. my bad. now it will go in my secret santa gift bag, not worth shipping back.. not a bad product based on build and quality. get it but make sure it is what you need....",neutral,sports
